"labels","text"
1,"售后差 亚马逊售后还是没法和京东比，用了几个月，蓝牙坏了，联系客服，只能自己和森海联系，或者给你个地址自己跑去修，售后点离我四五十公里。要是京东不说直接换新吧，至少上门取件，修好送过来。买的u盘什么的，京东都是直接换新，还是支持东哥算了，我要这prime会员有何用，要了我288,一言难尽"
4,"舒服，不过盒子像是被打开过 东西很不错，很舒服。就是收到的时候，盒子像是被打开调换过一样，反正都要洗一遍，所以也没有好介意。"
4,"7US/37.5码，太窄了穿不了，仅试穿现原价全新出！ 7US/37.5码，太窄了穿不了，仅试穿现原价全新出！"
4,"发货太慢了 钢笔已经收到，EF还是有点粗，发货太慢了，下单四天后才发货，同时在德亚上买了吸墨器，5天就到手了。"
4,"对森海的牌子有感情。 音质没有想像中好。煲煲应该会有提升。  PS：对亚马逊海外淘的服务不是太满意。第一次付款近10天。还不给我发货。 电话投诉说没法处理。然后让我退了款，重新拍。过了N久才发过来。"
4,"性价比高，舒适。不建议用于跑步 性价比超高，穿着舒适。室内健身或室外散步都可以。不建议用于跑步。鞋底材质太软，无反弹。 Tan"
5,"全球亚马逊最便宜的 对比所有国家亚马逊，日版最便宜，然后亚马逊中国免邮费。这款适合带出去。在外面长期居住"
5,"保温效果好，再次购入 保温效果好，再次购入"
5,"传图供参考 腰围二尺八 合94cm  几经反转 最后买入38的尺码 收货后试验正好 余头不多 腰带长112cm 宽4cm 以供参考"
5,"物美价廉 价格划算，尺码如预期般合适，赞一个感谢各位的经验分享。我183 70穿m号正好"
5,"物美价廉，进口牙膏，彩虹色带 儿子很喜欢这个牙膏，也方便挤出，价格也不贵！"
5,"修身效果很好 身高1.72，体重160。M号刚刚好，而且很修身 显瘦。国内号码通常穿L。洗了两次后 起球，整件衣服看着毛躁的，质量不好。不推荐。"
5,"好用 生产日期是今年的，很好用，比国产的苏菲之类的好用多了"
5,"没标题 第一次买。量挺大，口味好。发货快。刚来还看不出效果。用后再具体说。"
5,"简洁 非常简洁，比较小，适合青少年"
5,"值不值得买？值！ 送妈妈的生日礼物。机器的包装作为外壳寄来的，虽然外壳有个凹陷所幸咖啡机完好。红色外壳很美丽，买了jacobs的胶囊，加热速度快，压出来味道很香。15杯星巴克咖啡的价格，你值得拥有。 （水箱的连接略松"
5,"瑕不掩瑜 质量不错，裤头虽有系带，但时间长还是容易松动，这是冠军品牌的通病，应当改进"
5,"适合夏天 不错，面料很舒服适合夏天"
5,"软化水质，为养胃买的 这款东东，非常好，价格实惠，是我想要的，已经离不开海外购了！几乎总在买，大家可以考虑入手！"
5,"非常满意！ 感觉自己帅fong了 不偏码，平时穿多大就买多大。 美国寄上海过来居然4天？？惊呆了速度"
5,"质量好 方便，给小孩子自己做口算等作业方便记时"
5,"氦气盘 10T的特价没有了，只能下手8T，氦气盘，读写速度很快，性价比一流。"
5,"鞋子很棒 鞋子很棒，适合脚胖的人穿，不用买大一码了"
5,"颜色很好看！ 色彩非常棒，笔芯太软，需要搭配硬质彩铅一起使用。发现粉红色系和红色系的色彩有点少。一般绘画的话72色就够用了，132色里有些颜色用不到。"
5,"合适 175 65 m适合手感不错"
5,"正宗德国产 用了挺好的，壶很漂亮，白色的，喜欢"
5,"不错 操作连接很简单，不用识别英文都能懂。听着还有点立体声效。"
5,"手表不错 手表很好  服务也好  全5分"
2,"质地很一般，像劳动服 质地很一般，像劳动服，裤腿也不收身"
3,"不是全棉 样子还行过得去好像标签是旧款试"
3,"不推荐买这款 很薄，看起来就像是越洗越长的那种。果然，拿到的当天就用水冲洗了一下，没敢悬挂晾干，平铺晾干之后，还是悲剧了。。。"
3,"不太舒服 可能是款式设计 ，不包臀，还下滑，超薄一层，没缝边，168，54kg，买s，合适但穿着不舒服。"
1,"断线 鞋面断线，天木兰和CAT都是，因为是中国买家所以发次品？本来申请退货了，以为像京东那样上门收货，结果要自己寄。为条断线搭上个国际邮费好像又不值。无奈。42码买8.5的正合适。"
1,"不认真 我订的是L，发来的是2XL。搞什么鬼?大了两号。亚马逊太马虎了。"
1,"包装破裂，无密封。笔满是灰尘 钢笔是写的中国制造MADE IN China，其他的是法国。必须是差评！！！包装太差了，外边就一个开口的纸盒包装！！！都没密封！！是没密封，直接就能把笔盒拿出来。再说笔盒，已经坏了，一边都裂开了，满是灰尘。钢笔也是，笔头有残留物。"
4,"Calvin Klein 卡尔文·克莱恩 男士 棉质经典短袖 V 领 T 恤 3件包装 大小合适，高180重162M码的正好，国内同价格棉质要比这好，孟加拉国制造。"
4,"国内怎么售后,请教！！！ 我用了不到一年有坏扇区了。"
4,"尺码偏大，身上很薄 手感不错，身上很薄，领子比较厚，尺码偏大，173/52穿s码偏大"
4,"可以考虑回购哦！ 胶原蛋白改善皮肤的效果有待观察，但是喝了一星期之后，头发上的效果还是比较明显的！"
5,"粉超细 除了蛋白质含量偏低其他还可以，香草味相对没有它牌腻"
5,"物美价廉 搞活动买的，便宜，还有一年半的保质期，还不错"
5,"优惠的价格 品质好，价格合适，不错"
5,"速度快，免运费，很好！ 日亚直邮的，速度快，还免运费，好划算，就是希望海外购东西能再丰富些"
5,"💖 三大品牌之一，质量没的说，价格优惠时出手，觉得合算"
5,"好用 奶嘴软软的 瓶身颜色鲜艳清晰 好用"
5,"喜欢这种款式 不错，穿着合适，喜欢这个款式"
5,"质量好，做工不错 质量好，做工不错，身高180CM，体重85KG，买了L码略小，穿的有些紧。海外购办理退/换货麻烦，干脆又买了一件XL的"
5,"好产品 性价比高，值得购买。"
5,"皮质部分用久会磨损。黑色绒皮那款应该没有这个问题 入的线外层有破损，黑线裸露出来一截，即便这样，用了几年也是完全没问题。"
5,"最好的存储卡 速度很快，质量也用了五六年了，一点问题没有。"
5,"还不错 第二次购买，还是不错的，包装一直很好。"
5,"很实用，味道也OK 整体看起来还是停有质感的，用起来也方便（我就是一直摁着，看变淡了就停，是这样用的不?一般一个胶囊出咖啡大概100-150ml）。接下来就是买胶囊的问题了。 可能是比较浓郁，感觉风味比一般那种连锁咖啡馆的美式要好一些。当然了，想喝好的，还得去喝手冲。工作日所需，这台小小的机器是完全能够满足拉。"
5,"尺码准确，商品正品，非常喜欢，推荐购买 尺码准确，商品正品，非常喜欢，推荐购买"
5,"很可爱的储存盒 很好用的储存盒，大小尺寸都很方便，密封效果也很好"
5,"值得分享 这款耳机声音通透明亮，层次丰富，很喜欢，准备下次当礼物送给亲近的人，舒服一下他们的耳朵"
5,"物美价廉！ S家维生素在国内来说很难买到这么便宜的，130以内，主要是正品！好好好。希望活动常在。"
5,"踢不烂名不虚传 踢不烂名不虚传，就是稍微有点大，但也好，这样冬天的时候穿着厚袜子就不会觉得小了。"
5,"多次购买了 十分合适，大小颜色都不错"
5,"非常棒的手表 很漂亮。有科技感但又比较低调，准备再买一块送人"
5,"我钟爱的品牌 非常喜欢，质量好，邮寄的速度快，511是我喜欢的品牌。天暖和了，有没有薄一点的带有弹性的，我还要想买。👍👍👍"
5,"比国内专柜便宜不少 从下单到收到一共就7天，简直神速！面料不错，比较软，另外我160/135穿这款XL正好，偏宽松，非常合身！点赞！"
2,"外包装很烂 11月24日下单，12月18日才收到货物。外包装很烂，像是被人打开过数次，对照说明书，目前能确定里面少了两个垫片，虽然不值多少钱，但觉得别扭。如是非专业人员直接安装上，后果不堪设想。希望以后能改进一下。"
3,"蓝牙连接不顺畅 声音还不错，就是蓝牙连接不顺畅感觉，还有就是蓝牙的连接范围比较小"
3,"使用体验 料子一般，穿后体感不是很好"
3,"不推荐 产地洪都拉斯 面料很薄 穿着也还算舒适 版型不错 就是做工凄惨 针脚惨不忍睹"
1,"杯子辣鸡 <div id=""video-block-RTKYCCRU8K5JQ"" class=""a-section a-spacing-small a-spacing-top-mini video-block""><div tabindex=""0"" class=""airy airy-svg vmin-unsupported airy-skin-beacon"" style=""background-color: rgb(0, 0, 0); position: relative; width: 100%; height: 100%; font-size: 0px; overflow: hidden; outline: none;""><div class=""airy-renderer-container"" style=""position: relative; height: 100%; width: 100%;""><video id=""7"" preload=""auto"" src=""https://images-cn.ssl-images-amazon.com/images/I/81W7m7mzzqS.mp4"" style=""position: absolute; left: 0px; top: 0px; overflow: hidden; height: 1px; width: 1px;""></video></div><div id=""airy-slate-preload"" style=""background-color: rgb(0, 0, 0); background-image: url(&quot;https://images-cn.ssl-images-amazon.com/images/I/81IcDvWnHOS.png&quot;); background-size: contain; background-position: center center; background-repeat: no-repeat; position: absolute; top: 0px; left: 0px; visibility: visible; width: 100%; height: 100%;""></div><iframe scrolling=""no"" frameborder=""0"" src=""about:blank"" style=""display: none;""></iframe><div tabindex=""-1"" class=""airy-controls-container"" style=""opacity: 0; visibility: hidden;""><div tabindex=""-1"" class=""airy-screen-size-toggle airy-fullscreen""></div><div tabindex=""-1"" class=""airy-container-bottom""><div tabindex=""-1"" class=""airy-track-bar-spacer-left"" style=""width: 11px;""></div><div tabindex=""-1"" class=""airy-play-toggle airy-play"" style=""width: 12px; margin-right: 12px;""></div><div tabindex=""-1"" class=""airy-audio-elements"" style=""float: right; width: 34px;""><div tabindex=""-1"" class=""airy-audio-toggle airy-on""></div><div tabindex=""-1"" class=""airy-audio-container"" style=""opacity: 0; visibility: hidden;""><div tabindex=""-1"" class=""airy-audio-track-bar"" style=""height: 80%;""><div tabindex=""-1"" class=""airy-audio-scrubber-bar"" style=""height: 85%;""></div><div tabindex=""-1"" class=""airy-audio-scrubber"" style=""height: 12px; bottom: 85%;""></div></div></div></div><div tabindex=""-1"" class=""airy-duration-label"" style=""float: right; width: 26px; margin-right: 4px; text-align: center;"">0:00</div><div tabindex=""-1"" class=""airy-track-bar-spacer-right"" style=""float: right; width: 11px;""></div><div tabindex=""-1"" class=""airy-track-bar-container"" style=""margin-left: 35px; margin-right: 75px;""><div tabindex=""-1"" class=""airy-track-bar airy-vertical-centering-table""><div tabindex=""-1"" class=""airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-track-bar-elements""><div tabindex=""-1"" class=""airy-progress-bar""></div><div tabindex=""-1"" class=""airy-scrubber-bar""></div><div tabindex=""-1"" class=""airy-scrubber""><div tabindex=""-1"" class=""airy-scrubber-icon""></div><div tabindex=""-1"" class=""airy-adjusted-aui-tooltip"" style=""opacity: 0; visibility: hidden;""><div tabindex=""-1"" class=""airy-adjusted-aui-tooltip-inner""><div tabindex=""-1"" class=""airy-current-time-label"">0:00</div></div><div tabindex=""-1"" class=""airy-adjusted-aui-arrow-border""><div tabindex=""-1"" class=""airy-adjusted-aui-arrow""></div></div></div></div></div></div></div></div></div></div><div tabindex=""-1"" class=""airy-age-gate airy-stage airy-vertical-centering-table airy-dialog"" style=""opacity: 0; visibility: hidden;""><div tabindex=""-1"" class=""airy-age-gate-vertical-centering-table-cell airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-vertical-centering-wrapper airy-age-gate-elements-wrapper""><div tabindex=""-1"" class=""airy-age-gate-elements airy-dialog-elements""><div tabindex=""-1"" class=""airy-age-gate-prompt"">This video is not intended for all audiences. What date were you born?</div><div tabindex=""-1"" class=""airy-age-gate-inputs airy-dialog-inner-elements""><select tabindex=""-1"" class=""airy-age-gate-month""><option value=""1"">January</option><option value=""2"">February</option><option value=""3"">March</option><option value=""4"">April</option><option value=""5"">May</option><option value=""6"">June</option><option value=""7"">July</option><option value=""8"">August</option><option value=""9"">September</option><option value=""10"">October</option><option value=""11"">November</option><option value=""12"">December</option></select><select tabindex=""-1"" class=""airy-age-gate-day""><option value=""1"">1</option><option value=""2"">2</option><option value=""3"">3</option><option value=""4"">4</option><option value=""5"">5</option><option value=""6"">6</option><option value=""7"">7</option><option value=""8"">8</option><option value=""9"">9</option><option value=""10"">10</option><option value=""11"">11</option><option value=""12"">12</option><option value=""13"">13</option><option value=""14"">14</option><option value=""15"">15</option><option value=""16"">16</option><option value=""17"">17</option><option value=""18"">18</option><option value=""19"">19</option><option value=""20"">20</option><option value=""21"">21</option><option value=""22"">22</option><option value=""23"">23</option><option value=""24"">24</option><option value=""25"">25</option><option value=""26"">26</option><option value=""27"">27</option><option value=""28"">28</option><option value=""29"">29</option><option value=""30"">30</option><option value=""31"">31</option></select><select tabindex=""-1"" class=""airy-age-gate-year""><option value=""2019"">2019</option><option value=""2018"">2018</option><option value=""2017"">2017</option><option value=""2016"">2016</option><option value=""2015"">2015</option><option value=""2014"">2014</option><option value=""2013"">2013</option><option value=""2012"">2012</option><option value=""2011"">2011</option><option value=""2010"">2010</option><option value=""2009"">2009</option><option value=""2008"">2008</option><option value=""2007"">2007</option><option value=""2006"">2006</option><option value=""2005"">2005</option><option value=""2004"">2004</option><option value=""2003"">2003</option><option value=""2002"">2002</option><option value=""2001"">2001</option><option value=""2000"">2000</option><option value=""1999"">1999</option><option value=""1998"">1998</option><option value=""1997"">1997</option><option value=""1996"">1996</option><option value=""1995"">1995</option><option value=""1994"">1994</option><option value=""1993"">1993</option><option value=""1992"">1992</option><option value=""1991"">1991</option><option value=""1990"">1990</option><option value=""1989"">1989</option><option value=""1988"">1988</option><option value=""1987"">1987</option><option value=""1986"">1986</option><option value=""1985"">1985</option><option value=""1984"">1984</option><option value=""1983"">1983</option><option value=""1982"">1982</option><option value=""1981"">1981</option><option value=""1980"">1980</option><option value=""1979"">1979</option><option value=""1978"">1978</option><option value=""1977"">1977</option><option value=""1976"">1976</option><option value=""1975"">1975</option><option value=""1974"">1974</option><option value=""1973"">1973</option><option value=""1972"">1972</option><option value=""1971"">1971</option><option value=""1970"">1970</option><option value=""1969"">1969</option><option value=""1968"">1968</option><option value=""1967"">1967</option><option value=""1966"">1966</option><option value=""1965"">1965</option><option value=""1964"">1964</option><option value=""1963"">1963</option><option value=""1962"">1962</option><option value=""1961"">1961</option><option value=""1960"">1960</option><option value=""1959"">1959</option><option value=""1958"">1958</option><option value=""1957"">1957</option><option value=""1956"">1956</option><option value=""1955"">1955</option><option value=""1954"">1954</option><option value=""1953"">1953</option><option value=""1952"">1952</option><option value=""1951"">1951</option><option value=""1950"">1950</option><option value=""1949"">1949</option><option value=""1948"">1948</option><option value=""1947"">1947</option><option value=""1946"">1946</option><option value=""1945"">1945</option><option value=""1944"">1944</option><option value=""1943"">1943</option><option value=""1942"">1942</option><option value=""1941"">1941</option><option value=""1940"">1940</option><option value=""1939"">1939</option><option value=""1938"">1938</option><option value=""1937"">1937</option><option value=""1936"">1936</option><option value=""1935"">1935</option><option value=""1934"">1934</option><option value=""1933"">1933</option><option value=""1932"">1932</option><option value=""1931"">1931</option><option value=""1930"">1930</option><option value=""1929"">1929</option><option value=""1928"">1928</option><option value=""1927"">1927</option><option value=""1926"">1926</option><option value=""1925"">1925</option><option value=""1924"">1924</option><option value=""1923"">1923</option><option value=""1922"">1922</option><option value=""1921"">1921</option><option value=""1920"">1920</option><option value=""1919"">1919</option><option value=""1918"">1918</option><option value=""1917"">1917</option><option value=""1916"">1916</option><option value=""1915"">1915</option><option value=""1914"">1914</option><option value=""1913"">1913</option><option value=""1912"">1912</option><option value=""1911"">1911</option><option value=""1910"">1910</option><option value=""1909"">1909</option><option value=""1908"">1908</option><option value=""1907"">1907</option><option value=""1906"">1906</option><option value=""1905"">1905</option><option value=""1904"">1904</option><option value=""1903"">1903</option><option value=""1902"">1902</option><option value=""1901"">1901</option><option value=""1900"">1900</option></select><div tabindex=""-1"" class=""airy-age-gate-submit airy-submit airy-button airy-submit-disabled"">Submit</div></div></div></div></div></div><div tabindex=""-1"" class=""airy-install-flash-dialog airy-stage airy-vertical-centering-table airy-dialog airy-denied"" style=""opacity: 0; visibility: hidden;""><div tabindex=""-1"" class=""airy-install-flash-vertical-centering-table-cell airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-vertical-centering-wrapper airy-install-flash-elements-wrapper""><div tabindex=""-1"" class=""airy-install-flash-elements airy-dialog-elements""><div tabindex=""-1"" class=""airy-install-flash-prompt"">Adobe Flash Player is required to watch this video.</div><div tabindex=""-1"" class=""airy-install-flash-button-wrapper airy-dialog-inner-elements""><div tabindex=""-1"" class=""airy-install-flash-button airy-button"">Install Flash Player</div></div></div></div></div></div><div tabindex=""-1"" class=""airy-video-unsupported-dialog airy-stage airy-vertical-centering-table airy-dialog airy-denied"" style=""opacity: 0; visibility: hidden;""><div tabindex=""-1"" class=""airy-video-unsupported-vertical-centering-table-cell airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-vertical-centering-wrapper airy-video-unsupported-elements-wrapper""><div tabindex=""-1"" class=""airy-video-unsupported-elements airy-dialog-elements""><div tabindex=""-1"" class=""airy-video-unsupported-prompt""></div></div></div></div></div><div tabindex=""-1"" class=""airy-loading-spinner-stage airy-stage""><div tabindex=""-1"" class=""airy-loading-spinner-vertical-centering-table-cell airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-loading-spinner-container airy-scalable-hint-container""><div tabindex=""-1"" class=""airy-loading-spinner-dummy airy-scalable-dummy""></div><div tabindex=""-1"" class=""airy-loading-spinner airy-hint"" style=""visibility: hidden;""></div></div></div></div><div tabindex=""-1"" class=""airy-ads-screen-size-toggle airy-screen-size-toggle airy-fullscreen"" style=""visibility: hidden;""></div><div tabindex=""-1"" class=""airy-ad-prompt-container"" style=""visibility: hidden;""><div tabindex=""-1"" class=""airy-ad-prompt-vertical-centering-table airy-vertical-centering-table""><div tabindex=""-1"" class=""airy-ad-prompt-vertical-centering-table-cell airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-ad-prompt-label""></div></div></div></div><div tabindex=""-1"" class=""airy-ads-controls-container"" style=""visibility: hidden;""><div tabindex=""-1"" class=""airy-ads-audio-toggle airy-audio-toggle airy-on"" style=""visibility: hidden;""></div><div tabindex=""-1"" class=""airy-time-remaining-label-container""><div tabindex=""-1"" class=""airy-time-remaining-vertical-centering-table airy-vertical-centering-table""><div tabindex=""-1"" class=""airy-time-remaining-vertical-centering-table-cell airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-vertical-centering-wrapper airy-time-remaining-label-wrapper""><div tabindex=""-1"" class=""airy-time-remaining-label"" style=""visibility: hidden;""></div><div tabindex=""-1"" class=""airy-ad-skip"" style=""visibility: hidden;""></div><div tabindex=""-1"" class=""airy-ad-end"" style=""visibility: hidden;""></div></div></div></div></div><div tabindex=""-1"" class=""airy-learn-more"" style=""visibility: hidden;""></div></div><div tabindex=""-1"" class=""airy-play-toggle-hint-stage airy-stage airy-cursor""><div tabindex=""-1"" class=""airy-play-toggle-hint-vertical-centering-table-cell airy-vertical-centering-table-cell airy-cursor""><div tabindex=""-1"" class=""airy-play-toggle-hint-container airy-scalable-hint-container""><div tabindex=""-1"" class=""airy-play-toggle-hint-dummy airy-scalable-dummy""></div><div tabindex=""-1"" class=""airy-play-toggle-hint airy-hint airy-play-hint"" style=""opacity: 1; visibility: visible;""></div></div></div></div><div tabindex=""-1"" class=""airy-replay-hint-stage airy-stage"" style=""visibility: hidden;""><div tabindex=""-1"" class=""airy-replay-hint-vertical-centering-table-cell airy-vertical-centering-table-cell airy-cursor""><div tabindex=""-1"" class=""airy-replay-hint-container airy-scalable-hint-container""><div tabindex=""-1"" class=""airy-replay-hint-dummy airy-scalable-dummy""></div><div tabindex=""-1"" class=""airy-replay-hint airy-hint""></div></div></div></div><div tabindex=""-1"" class=""airy-autoplay-hint-stage airy-stage"" style=""visibility: hidden;""><div tabindex=""-1"" class=""airy-autoplay-hint-vertical-centering-table-cell airy-vertical-centering-table-cell airy-cursor""><div tabindex=""-1"" class=""airy-autoplay-hint-container airy-scalable-hint-container""><div tabindex=""-1"" class=""airy-autoplay-hint-dummy airy-scalable-dummy""></div></div></div></div></div></div><input type=""hidden"" name="""" value=""https://images-cn.ssl-images-amazon.com/images/I/81W7m7mzzqS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-cn.ssl-images-amazon.com/images/I/81IcDvWnHOS.png"" class=""video-slate-img-url"">&nbsp;如视频，摇杯子的时候有声音，应该是保温层出了问题，让人恼火，就是坑钱的，真的服了。"
1,"拿到手就发现瓶身掉漆！ 后悔买了，瓶身拿到手就黑了几块，开始以为是污渍，用各种办法清洗还是洗不掉，对着光仔细辨认才意识到是掉漆了！！"
4,"表盘较大 表盘确实大，适合手腕粗的人配戴。"
4,"尺码偏小点点，其他的还不错。 面料比较舒适，尺子稍微偏小一点的，总的来说，不错"
4,"还不错吧 喜欢买杯子，就是单纯的喜欢，没有用，买完放在家里占地方。"
4,"显瘦 不错 很密实 全脚的 没有很厚 但是有层绒绒 怕冷的10来℃单穿也没问题了"
4,"太大了，适合大胖子穿 颜色纯白，内加绒，不厚，手感好，版型太大了，本人183cm，220斤体重，穿上巨肥，同时买得L的穿着正好。"
5,"很帅，合适 ！！！ 不知道有的评论说大很多是为什么？？？ 我运动鞋40码  穿7 2E 略宽松一点点，挺合适，不会大很多啊。买的美亚Clarks 也是7码刚刚好。"
5,"很舒服 穿起来很舒服，底很软"
5,"总体很好 这个修身款的裤腿比一般的稍偏瘦，但还合身，上身效果很好。176cm，80kg，选32/32偏长，建议30长就足够，总体还是很不错。快递有点慢。"
5,"第一次亚马逊购物 如题，第一次在亚马逊购物，总体感觉不错，就是快递稍慢，其他的不错 买的是亚马逊推荐的Schneider Base 黑色的F笔尖+Schneider BK402 黑色+Schneider 6601五盒套装，共计154RMB。 Base送了两个墨囊，一蓝一黑，暂时用的上墨器，自己买的鸵鸟313蓝黑墨水，感觉没有BK402流畅，有点下水不流畅，不知道是不是墨水的原因，打算先把上墨器的墨水用完，再拿送的墨囊测试效果。"
5,"喜欢 超喜欢～适合秋冬。质量很好"
5,"样式可爱 给宝宝囤货，还未用不知宝宝是否喜欢，但样子很可爱。"
5,"手表应该还是值这个价的，期望不能太高。 手表应该还是值这个价的，期望不能太高。"
5,"还好 给之后的买家提个醒，现在已经换新包装了，是一个小人在跑步的那种外包装。"
5,"好小质量不错儿子2周多用这款小了留给小儿子用吧 好小质量不错儿子2周多用这款小了留给小儿子用吧"
5,"中肯的个人感受 东西还不错，耳机低音效果非常好，如果音量开大一些还是能感受到有些刺耳，希望煲机一段时间会更好。但物流效率真心不高，年前1月11号下的单，1月26号收到货，可以看到已经送到很近的地方然后又去了更远的地方然后再转发快递，这物流应该算是吃力不讨好的运作吧。"
5,"手感不错，质量蛮好 想等6.18可是又怕没货了，毕竟也比国内便宜的多，买了与北脸的组合，衣服质量都挺好的，手感很好。"
5,"非常 好的购物体验 首先说说材质好，厚实，料足。我买的这个是S号，这个型号和我现在穿的衬衫一样合体。我身高170(不穿鞋测量），体重75KG，提醒下，我不喜欢穿修身的。"
5,"脚长273，选9.5M正好 鞋子有点硬，脚需要适应一下，鞋头有支撑，可以起到简单防砸的功能"
5,"很长 估计是给欧美人设计的衣服，亚洲穿比较长。 买了后拿到裁缝店改短了一些，穿着很好。"
5,"性价比高，居家必备 最近才发现亚马逊海外购有这个刷头的超值装，每天都要使用的电动牙刷刷头，有这样的wholesale好价真是太好了！亚马逊海外购除了发货稍微慢一点之外，几乎没有缺点~"
5,"裤子很不错 质量确实不错，布料很厚，做工扎实，户外休闲都可以，比较适合冬天穿。本人平时穿的牛仔裤的尺码是L34，W34。买这条裤子也是按照这个尺码买的，但是到手后发现裤子稍微会肥一些。其实L34，W32应该就可以了。希望可以给别人作为参考。"
5,"很好用 亚马逊值得信赖，孩子很喜欢"
5,"很重 货真价实的铁 很重很重 女生慎入"
5,"舒服的clarks...... 颜色、款式、优质的做工、满意的选择......"
5,"好 柔软舒适。"
5,"紧身裤 穿着舒服，不知是不是我比较胖的原因，腰处要往下翻。"
2,"漏电 这两天发现机器有点漏电，有安全隐患，外包装扔了，还能退货不"
3,"吸盘挺好用但是后面就发霉了。。。。。底座 吸盘还可以但底座没多久就发霉了。。。。。"
3,"一般 穿着大了 全新转 加我微信srs-song"
1,"用一个月后有怪味 本来因为保温效果在小容量杯子里算好的，但是用一个月后开始发现每次放进去一杯水没喝完 三四个小时后就会产生药味儿 怎么刷都没用 为什么呢？能不能跟厂商反映一下 竟然还买了两个 每个孩子一个"
1,"质量不好 油漆还没干，甲醛味很重。皮带上还有压痕。没法用。"
4,"偏长 偏长款，刚买了就降50。。"
4,"划算 非常划算，比某宝某东便宜不是一点点。不过感觉替换装还是没有原装好用"
4,"比较满意，价格实惠 还可以，就是速度方面似乎有点不兼容。"
4,"还行 价格不错。质量还行。2015年的。 裤子太长了"
4,"还可以 还行，就是鞋子鞋面挺宽的。早知道买小一码了。"
5,"Champion 男士T恤 一下子流行冠军这个牌子了，我也不免俗的买了两件，没有买大众款的，蓝色是我一直喜欢的颜色，大小正好，面料舒服，很轻薄，适合休闲穿，不错的。"
5,"囤货 囤货中。长草了很久，买到家后真的爱不释手，亲妈说估计立刻穿不上，期待小宝贝能穿上美美的。就是这包装有些简单，直接一个塑料袋，而且快递箱子有被打开，二次封箱又没有封好的迹象。快递在外游荡了半个来月的时间，应该是从日本寄过来的吧？！自己安慰自己这是真货啦～"
5,"颜色正 腰围84cm，殿围宽松，裤长102cm"
5,"维持吧 面料一般薄"
5,"稍微小了点。7.5的 平时耐克阿迪42的，买这个7.5的稍微有点小。没有说的那么大。鞋舍尺寸如图。"
5,"我的腰围92、93cm，买36的，倒数第二个洞，一共5个空，很完美 我的腰围92、93cm，买36的，倒数第二个洞，一共5个空，很完美"
5,"CK <a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Calvin-Klein-卡尔文·克莱恩-男士-4-件装-纯棉经典款低腰内裤蓝色-大号/dp/B00JQQTCYE/ref=cm_cr_getr_d_rvw_txt?ie=UTF8"">Calvin Klein 卡尔文·克莱恩 男士 4 件装 纯棉经典款低腰内裤蓝色 大号</a> 很好，很合身，价格也温柔。"
5,"嗲 非常好冬天穿很合适。"
5,"非常喜欢，有收腹的作用。不算勒，穿上还比较舒服。比一般的功能内衣好穿。当然不能和日常品比。 非常喜欢，有收腹的作用。不算勒，穿上还比较舒服。比一般的功能内衣好穿。当然不能和日常品比。"
5,"质量过硬 原装进口，质量很高！出行家用都很方便！"
5,"柔软 轻薄 产地柬埔寨，身高165 55，XS穿里面正好，比较轻薄柔软，很适合初春初冬，因为是polartec面料，没有静电！其实厚薄什么的跟迪卡侬我看也差不多，但是没有静电这点太重要了。"
5,"很好 已经买了很多次了，是正品"
5,"小盆友喜欢 我女儿挺爱吃的，看来口味不错"
5,"物流6天 质量挺好"
5,"海外购海盗船U盘 台湾制造，防摔包装，国内没敢买，来个海淘，希望质量比国产好。"
5,"有点贵，但还是喜欢 有点贵，质量还可以，很喜欢"
5,"舒适的鞋 和预期一致，尺码标准，穿着舒适"
5,"性价比高 价格太合适了 用了几次有划痕 能接受 主要是价格和大小很不错"
5,"便宜 好大一瓶善存！现在开始每天一瓶善存片，补充身体维生素和微量元素！ 比药店买要便宜好多！吃完后还会继续购买！希望身体健康！开心每一天！"
5,"非常合身 选了小一码的 除了裤长长了五公分 其他都合适"
5,"棒棒哒 物流很快，尺码合适！"
5,"不错 版型挺好的，材质也不错，裤腿我买了个长了。176cm.80kg买的33W.32L。其实买33W.30L对我来说就够了😂腿短，没办法～"
2,"从床上掉地下就不走了 质量一般，从床上掉地下就不走了，后来自己打开把电池重新装一下又可以了，我觉得对于这个牌子，产品也太脆弱了。"
3,"43脚穿多大鞋？ 大小还可以，但鞋偏瘦，有点硬。"
3,"到了却没胶囊喝，不怎么开心 商品包装还行，没有送胶囊，而且怎么我买完就降价了，搞什么啊"
1,"不靠谱 我记得买的时候是一套，为什么是一件。而且价格降了这么多。太不靠谱了。"
1,"外包装盒为何是开放的？ 拿到的外包装是开放的，没有另外的塑料袋封，随便谁都可以调换里面的物品，牙刷头包装盒上的印刷也与网上显示的不同，所以怀疑是否被调包了？"
